LTKBID,compound_name,SeverityClass,LabelSection,vDILI-Concern,vDILI_Concern_Normalized,Comment,smiles,binary_label
LT01125,Fondaparinux sodium,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,COC1OC(COS(=O)(=O)[O-])C(OC2OC(C(=O)[O-])C(OC3OC(COS(=O)(=O)[O-])C(OC4OC(C(=O)[O-])C(OC5OC(COS(=O)(=O)[O-])C(O)C(O)C5NS(=O)(=O)[O-])C(O)C4O)C(OS(=O)(=O)[O-])C3NS(=O)(=O)[O-])C(O)C2OS(=O)(=O)[O-])C(O)C1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1
LT03681,Fosdenopterin hydrobromide,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,Br.Nc1nc2c(c(=O)[nH]1)NC1C(N2)OC2COP(=O)(O)OC2C1(O)O.O.O,0
LT01398,Fosfomycin tromethamine,6,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC1OC1P(=O)(O)O.NC(CO)(CO)CO,1
LT01399,Fosinopril sodium,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)[O-])C(C)C.[Na+],1
LT01400,Fosphenytoin sodium,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-].[Na+].[Na+],1
LT00658,Fospropofol disodium,0,No match,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-].[Na+].[Na+],1
LT01054,Frovatriptan succinate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1.O.O=C(O)CCC(=O)O,0
LT00300,Gabapentin,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,NCC1(CC(=O)O)CCCCC1,1
LT03684,Gabapentin enacarbil,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,0
LT01127,Gadobenate dimeglumine,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CNCC(O)C(O)C(O)C(O)CO.CNCC(O)C(O)C(O)C(O)CO.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)[O-].[Gd+3],0
LT02336,Gadobutrol,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,O=C([O-])CN1CCN(CC(=O)[O-])CCN(C(CO)C(O)CO)CCN(CC(=O)[O-])CC1.[Gd+3],0
LT00528,Gadofosveset trisodium,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,O=C([O-])CN(CCN(CC(=O)[O-])CC(COP(=O)([O-])OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3].[Na+].[Na+].[Na+],0
LT00935,Gadopentetate dimeglumine,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CNCC(O)C(O)C(O)C(O)CO.CNCC(O)C(O)C(O)C(O)CO.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CCN(CC(=O)[O-])CC(=O)O.[Gd+3],0
LT02876,Gadoterate meglumine,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CNCC(O)C(O)C(O)C(O)CO.O=C([O-])CN1CCN(CC(=O)[O-])CCN(CC(=O)O)CCN(CC(=O)[O-])CC1.[Gd+3],0
LT00952,Gadoteridol,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],0
LT01044,Gadoversetamide,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-].[Gd+3],0
LT02404,Gadoxetate disodium,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCOc1ccc(CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])cc1.[Gd+3].[Na+].[Na+],0
LT03901,Gallium dotatate ga-68,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC(O)C(NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1)C(=O)O.[Ga+3],0
LT03902,Gallium ga-68 edotreotide,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1.[Ga+3],0
LT03910,Gallium ga-68 gozetotide,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,O=C([O-])CN(CCN(CC(=O)[O-])Cc1cc(CCC(=O)NCCCCCC(=O)NCCCCC(NC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)ccc1[O-])Cc1cc(CCC(=O)O)ccc1[O-].[Ga+3].[H+],0
LT00475,Ganirelix acetate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(=O)O.CC(=O)O.CCNC(=NCCCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccc(Cl)cc1)NC(=O)C(Cc1ccc2ccccc2c1)NC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN=C(NCC)NCC)C(=O)N1CCCC1C(=O)NC(C)C(N)=O)NCC,0
LT00402,Gefitinib,4,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1
LT01407,Gemcitabine hydrochloride,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Cl.Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,1
LT00020,Gemfibrozil,4,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1
LT01084,Gemifloxacin mesylate,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,1
LT02092,Glafenine,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,1
LT00173,Glimepiride,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,1
LT00243,Glipizide,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,1
LT00302,Glyburide,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1
LT00836,Glycopyrrolate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],0
LT00558,Griseofulvin,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,1
LT01100,Guaifenesin,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,COc1ccccc1OCC(O)CO,0
LT00829,Guanethidine monosulfate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,NC(N)=NCCN1CCCCCCC1.O=S(=O)(O)O,0
LT02427,Haloperidol decanoate,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Revised,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
LT00405,Haloperidol lactate,5,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1
LT01426,Heparin sodium,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O.[Na+],1
LT00706,Histamine phosphate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,NCCc1cnc[nH]1.O=P(O)(O)O.O=P(O)(O)O,0
LT00559,Hydralazine hydrochloride,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cl.NNc1nncc2ccccc12,1
LT01433,Hydrochlorothiazide,2,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1
LT00188,Hydrocortisone acetate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0
LT02026,Hydroxychloroquine sulfate,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,1
LT00106,Hydroxyurea,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,NC(=O)NO,1
LT01437,Hydroxyzine hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
LT01156,Ibandronate sodium,0,No match,vLess-DILI-concern,vLess-DILI-concern,Revised,CCCCCN(C)CCC(O)(P(=O)([O-])O)P(=O)(O)O.O.[Na+],1
LT02898,Ibrutinib,7,Adverse reactions,vMost-DILI-concern,vMost-DILI-concern,New,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1
LT00560,Ibufenac,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC(C)Cc1ccc(CC(=O)O)cc1,1
LT00199,Ibuprofen,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(C)Cc1ccc(C(C)C(=O)O)cc1,1
LT00974,Ibutilide fumarate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)C=CC(=O)O,0
LT03610,Idelalisib,8,Box warning,vMost-DILI-concern,vMost-DILI-concern,New,CCC(Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,1
LT00562,Ifosfamide,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,O=P1(NCCCl)OCCCN1CCCl,1
LT00107,Imatinib mesylate,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1
LT00108,Imipramine hydrochloride,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,1
LT00141,Indocyanine green,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21.[Na+],0
LT00022,Indomethacin,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1
LT01306,Interferon alfa-2b,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1.O=S(=O)([O-])C(I)I.[Na+],1
LT01454,Iodipamide sodium,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I.[Na+].[Na+],0
LT03911,Ioflupane i-123,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2CCCF,0
LT00257,Iothalamate meglumine,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNCC(O)C(O)C(O)C(O)CO,0
LT00419,Ioversol,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0
LT00109,Iproniazid,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC(C)NNC(=O)c1ccncc1,1
LT01005,Irbesartan,5,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1
LT01466,Irinotecan hydrochloride,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC.Cl,1
LT00696,Isaxonine,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC(C)Nc1ncccn1,1
LT00306,Isoniazid,8,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,NNC(=O)c1ccncc1,1
LT00200,Isoproterenol hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,0
LT00818,Isosorbide dinitrate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,0
LT00234,Isotretinoin,5,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,1
LT02089,Isoxsuprine hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,0
LT01475,Isradipine,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,1
LT03695,Istradefylline,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,0
LT00182,Itraconazole,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,1
LT02665,Ivabradine hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2.Cl,0
LT02431,Ivacaftor,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,New,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,1
LT01477,Kanamycin,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0
LT00859,Ketamine hydrochloride,0,No match,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CNC1(c2ccccc2Cl)CCCCC1=O.Cl,1
LT00111,Ketoconazole,8,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1
LT00023,Ketoprofen,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1
LT00204,Ketorolac tromethamine,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,1
LT00112,Labetalol hydrochloride,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,1
LT02745,Lactitol,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0
LT00886,Lactulose,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,0
LT00569,Lamivudine,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Nc1ccn(C2CSC(CO)O2)c(=O)n1,1
LT01481,Lamotrigine,7,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1
LT00307,Lansoprazole,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,1
LT00493,Lanthanum carbonate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[La+3].[La+3],0
LT02204,Lapatinib ditosylate,8,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,1
LT03699,Lasmiditan succinate,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O,0
LT00113,Leflunomide,8,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,1
LT03700,Lemborexant,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,Cc1ncc(OCC2(c3cccc(F)c3)CC2C(=O)Nc2ccc(F)cn2)c(C)n1,0
LT01238,Lenalidomide,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1
LT03701,Letermovir,0,No match,vLess-DILI-concern,vLess-DILI-concern,New,COc1cccc(N2CCN(C3=Nc4c(F)cccc4C(CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,1
LT00572,Letrozole,2,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1
LT02192,Leucovorin calcium,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)CN2.[Ca+2],0
LT02019,Leuprolide acetate,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(=O)O.CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,1
LT01059,Levetiracetam,8,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCC(C(N)=O)N1CCCC1=O,1
LT01486,Levocarnitine,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,C[N+](C)(C)CC(O)CC(=O)[O-],0
LT00600,Levocetirizine dihydrochloride,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1
LT01488,Levofloxacin,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1
LT02437,Levoleucovorin,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,0
LT02442,Levomefolate calcium,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1.[Ca+2],0
LT01489,Levonorgestrel,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,0
LT00752,Levorphanol tartrate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN1CCC23CCCCC2C1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,0
LT01072,Levothyroxine sodium,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],1
LT01905,Lidocaine,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCN(CC)CC(=O)Nc1c(C)cccc1C,0
LT02412,Linaclotide,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC1NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C2CSSCC(N)C(=O)NC3CSSCC(NC1=O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)CSSCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)O)NC3=O)C(=O)N2,0
LT02445,Linagliptin,0,No match,vLess-DILI-concern,vLess-DILI-concern,New,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1
LT01077,Linezolid,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1
LT00783,Liothyronine sodium,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],0
LT01268,Liraglutide,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,New,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)C(C)CC)C(=O)O,1
LT01492,Lisinopril,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,1
LT01776,Lofexidine hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1.Cl,0
LT02398,Lomitapide mesylate,3,Box warning,vMost-DILI-concern,vMost-DILI-concern,New,CS(=O)(=O)O.O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,1
LT00575,Lomustine,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,O=NN(CCCl)C(=O)NC1CCCCC1,1
LT02087,Loperamide hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl,0
LT01497,Loracarbef,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,1
LT01498,Loratadine,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0
LT00181,Lorazepam,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Revised,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,1
LT01499,Losartan potassium,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],1
LT00576,Lovastatin,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1
LT01240,Lubiprostone,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,0
LT00686,Lumiracoxib,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,1
